movieId,rating_sum,rating_count
1,194866.0,49695
2,71444.0,22243
3,40128.5,12735
4,7886.0,2756
5,37268.5,12161
6,91651.0,23899
7,43633.0,12961
8,4446.0,1415
9,11899.5,3960
10,99488.0,29005
11,66613.0,18162
12,10073.0,3845
13,4781.0,1461
14,20668.0,6022
15,7921.0,2910
16,65879.0,17394
17,82018.5,20667
18,17553.0,5203
19,54594.0,20938
20,11765.0,4084
21,86376.0,24116
22,32955.0,9928
23,13380.0,4250
24,25506.0,7971
25,79520.0,21553
26,9997.5,2755
27,5605.0,1642
28,12797.5,3154
29,33673.0,8520
30,4655.0,1281
31,30667.0,9435
32,175334.5,44980
33,195.5,65
34,117508.0,32255
35,5228.0,1493
36,82044.0,20809
37,256.5,85
38,1577.5,552
39,89621.5,26254
40,3231.0,886
41,18062.5,4689
42,7537.0,2467
43,8851.5,2552
44,28388.5,10697
45,30232.5,8933
46,10496.0,3205
47,175309.5,43249
48,38435.0,13046
49,846.0,236
50,203741.5,47006
51,69.0,27
52,33003.5,9320
53,554.5,150
54,2729.0,956
55,3043.5,939
56,131.0,70
57,8108.5,2439
58,45946.5,11549
59,680.0,191
60,19661.5,6313
61,7580.0,2281
62,72326.5,19381
63,7157.5,2334
64,5903.0,2086
65,11645.5,4864
66,5084.0,2371
67,569.5,170
68,4255.0,1238
69,15268.0,4288
70,41663.0,12712
71,3050.0,1295
72,4308.0,1230
73,11249.0,2955
74,11604.0,3514
75,1374.0,558
76,10170.5,3380
77,758.0,221
78,3899.5,1226
79,17316.5,5535
80,2141.5,575
81,10485.0,3209
82,10164.5,2538
83,2170.0,594
84,540.0,158
85,9583.5,2714
86,15006.5,4308
87,2303.0,976
88,15115.5,4864
89,10195.0,3247
90,718.5,214
92,6573.0,2303
93,4971.5,1966
94,14213.5,4030
95,68404.0,22104
96,1781.0,483
97,7845.0,1963
99,2254.5,726
100,13256.0,4115
101,16273.5,4298
102,4839.5,1992
103,3704.0,1133
104,61217.0,17915
105,31999.0,9620
106,461.5,134
107,20501.0,6376
108,386.5,125
109,33.0,16
110,217363.0,53769
111,100631.0,24481
112,40575.5,11890
113,3386.0,1089
114,894.0,247
116,3736.5,949
117,4537.0,1264
118,3420.5,1136
119,732.0,264
120,423.5,147
121,3141.5,837
122,11149.5,3888
123,9165.0,2309
124,1116.0,319
125,13212.5,3518
126,3181.5,1376
127,133.5,41
128,262.5,75
129,601.0,190
130,121.5,39
131,638.5,194
132,5887.5,2123
133,49.5,19
134,131.5,36
135,18902.5,6305
136,362.0,102
137,742.5,226
138,450.0,137
139,126.0,41
140,16709.5,5073
141,77339.0,22020
144,15664.5,4505
145,38928.0,11975
146,1689.0,580
147,14754.5,4118
148,1031.5,357
149,4030.5,1091
150,184830.0,47777
151,44648.5,12616
152,2021.0,651
153,95141.0,32867
154,11444.0,3010
155,4348.5,1276
156,5867.0,1663
157,7229.0,2596
158,37016.5,12625
159,8084.5,2366
160,38980.0,14965
161,88468.0,23628
162,24039.5,5995
163,49341.5,14321
164,15361.0,4435
165,118417.5,33940
166,1812.0,650
167,250.0,79
168,37275.5,12084
169,7668.5,3358
170,25181.0,7875
171,5141.5,1427
172,34720.5,12706
173,38056.5,14993
174,5216.5,2124
175,16840.0,4801
176,9108.5,2363
177,6678.0,2314
178,1694.0,500
179,3380.5,1229
180,30133.0,8400
181,5121.5,2655
182,2155.0,697
183,2066.0,614
184,1018.0,328
185,76572.5,24618
186,32451.0,11222
187,3254.5,943
188,8349.5,2498
189,1008.5,336
190,3423.5,960
191,4453.0,1664
192,245.0,81
193,16675.0,7464
194,22855.5,5937
195,10016.0,3242
196,38843.5,13628
197,337.5,110
198,31242.5,9143
199,5736.0,1516
200,961.5,339
201,1105.0,365
202,1160.5,389
203,17087.5,5429
204,24581.0,8335
205,4764.0,1355
206,3610.5,1038
207,18253.5,5414
208,79217.0,27775
209,2112.5,745
210,1392.5,482
211,2082.0,579
212,1152.5,447
213,7560.0,1872
214,3812.5,942
215,20530.5,5348
216,27865.0,8547
217,2768.5,1014
218,13990.5,4248
219,2294.5,633
220,660.5,275
222,21110.0,5968
223,91689.0,23695
224,29558.0,8581
225,41636.5,12662
226,122.0,43
227,14239.0,4640
228,1276.5,475
229,8650.5,2428
230,26158.0,7284
231,94730.0,32085
232,24819.0,6150
233,12255.5,3478
234,8760.0,3269
235,60153.5,16419
236,40497.0,12215
237,20708.0,6422
238,2643.0,834
239,9708.0,3178
240,2435.5,837
241,1704.0,562
242,3644.0,1076
243,1111.0,439
244,678.5,285
245,759.0,255
246,42175.5,10432
247,29498.5,7681
248,9564.0,3161
249,18226.5,4950
250,2663.0,892
251,1183.5,388
252,32465.5,10074
253,96395.5,27568
254,1820.0,629
255,2473.0,1081
256,26982.0,9890
257,13006.5,3811
258,4526.0,1710
259,6139.0,1996
260,228400.0,54502
261,37621.0,10367
262,15923.5,4217
263,1474.0,395
264,532.0,159
265,47029.0,11975
266,56538.0,16171
267,10915.0,3792
268,2407.5,728
269,2086.5,600
270,4173.5,1315
271,4186.5,1257
272,29530.0,7871
273,23274.5,7424
274,3391.0,1181
275,4261.5,1564
276,16302.0,5459
277,31289.5,9140
278,3496.0,1157
279,3463.0,936
280,19016.0,5104
281,14447.0,3936
282,38482.5,11249
283,714.5,232
284,104.0,36
285,200.5,86
286,222.5,109
287,1067.5,329
288,76268.5,23610
289,10680.5,3192
290,16149.0,4042
291,1493.5,656
292,89613.5,26246
293,104521.0,25804
294,2703.0,851
295,1312.0,469
296,280967.5,67310
297,828.5,266
298,855.0,244
299,9792.0,2626
300,75537.5,20601
301,1654.5,469
302,5865.0,1564
303,21114.0,6945
304,2316.0,724
305,9279.0,3429
306,29657.5,7252
307,26658.5,6676
308,20231.5,5170
309,1669.0,459
310,678.0,245
311,215.5,81
312,3472.0,1325
313,3547.0,1173
314,15873.5,4124
315,32398.5,11164
316,106661.0,31799
317,50913.0,16183
318,281788.0,63366
319,27172.5,7180
320,1036.5,319
321,3468.5,922
322,11040.0,2986
324,1729.0,469
325,2741.5,1036
326,5440.0,1333
327,20090.5,7159
328,7652.5,2427
329,87915.5,26404
330,4313.5,1536
331,1836.5,559
332,5756.5,2085
333,36706.0,10962
334,6256.0,1638
335,1295.5,397
336,841.0,295
337,67158.0,17881
338,13931.5,4652
339,81257.0,23214
340,4951.5,1467
341,1437.5,400
342,41031.5,11690
343,2471.5,934
344,114003.0,38226
345,37634.5,10312
346,3871.5,1129
347,5261.5,1542
348,29746.5,8038
349,108239.0,29571
350,54899.5,15833
351,12118.5,3667
352,4378.0,1343
353,58058.5,16524
354,3906.0,1237
355,24186.5,9939
356,266607.0,66172
357,101132.0,27699
358,7386.0,2273
359,912.0,277
360,5743.5,2101
361,16667.0,4993
362,25917.0,7629
363,2568.0,643
364,147350.5,38991
365,5798.0,1825
366,7769.0,2628
367,109159.5,34384
368,58194.0,17062
369,3713.0,1120
370,42148.5,14261
371,14054.5,4313
372,26049.0,8010
373,13339.0,3527
374,12039.0,4965
375,831.0,254
376,37062.5,11294
377,145184.5,41562
378,7323.5,2342
379,14898.0,5470
380,150674.5,43159
381,16766.0,4925
382,16450.0,5419
383,16056.5,5025
384,2294.5,771
385,457.0,128
386,1006.5,357
387,1869.0,701
388,1958.5,551
389,701.0,201
390,2792.5,814
391,1348.5,427
392,911.0,275
393,3811.0,2041
394,440.0,132
396,65.0,26
397,201.0,92
398,172.5,51
399,22.5,10
400,70.5,28
402,175.5,60
404,267.0,81
405,8707.5,3554
406,203.5,66
407,5661.0,1800
408,2111.5,652
409,1303.0,431
410,55706.5,18618
411,313.5,113
412,16132.0,4521
413,17083.5,6105
414,2269.5,865
415,9071.0,3217
416,4799.5,1774
417,11607.0,3301
418,1853.5,685
419,11323.0,4542
420,41066.5,14934
421,5783.0,1748
422,4576.5,1412
423,6930.5,2304
424,2014.0,742
425,3069.0,882
426,10318.0,3314
427,8657.5,3407
428,18788.5,4919
429,3500.5,1483
430,586.5,252
431,33056.0,8946
432,35066.0,12819
433,3631.5,1242
434,76250.0,24940
435,36079.0,13911
436,3230.5,1239
437,4800.5,1835
438,2858.5,1054
439,136.0,53
440,69546.0,19297
441,29611.0,8035
442,55719.5,18307
443,1965.5,587
444,3147.0,1299
445,5464.0,1893
446,14609.5,3752
447,559.0,223
448,10730.0,3013
449,2376.0,684
450,9968.5,2967
451,1948.5,636
452,4286.5,1204
453,2896.0,931
454,89793.0,25689
455,22176.0,8453
456,3576.5,931
457,197614.5,49581
458,3332.0,1054
459,3056.5,1103
460,2222.5,913
461,3024.5,904
462,531.0,203
463,1148.0,410
464,9205.0,3149
465,2362.5,723
466,39407.0,13521
467,2507.0,741
468,24379.5,7347
469,4186.0,1279
470,990.5,463
471,41288.0,11268
472,2112.0,731
473,3147.0,1364
474,70305.5,18836
475,35653.5,9083
476,690.5,229
477,16092.5,4534
478,672.5,277
479,3592.5,1230
480,218840.0,59715
481,17869.0,5360
482,9320.5,2716
483,2225.0,587
484,1971.5,704
485,37727.0,13577
486,1613.5,602
487,1611.0,615
488,1813.0,532
489,8394.5,3032
490,10770.5,3210
491,18632.5,5457
492,11381.0,3116
493,13366.5,3699
494,40976.0,12190
495,2253.0,653
496,1358.5,413
497,55352.0,14214
498,1059.5,378
499,1116.5,404
500,116460.5,34392
501,7268.0,1897
502,8318.5,3642
503,434.0,140
504,3376.0,1136
505,3281.5,1293
506,4682.0,1343
507,11349.5,3233
508,74350.5,19489
509,62980.0,17068
510,2411.0,879
511,5240.0,1665
512,3616.5,1239
513,1679.5,572
514,16195.0,4681
515,41631.5,10661
516,10595.5,3431
517,10811.5,3450
518,3292.5,1222
519,10571.5,4812
520,43897.0,14439
521,7268.5,2185
522,4492.0,1264
523,3380.0,926
524,26996.0,7630
525,581.5,172
526,413.5,130
527,215741.5,50054
528,2545.0,913
529,42173.5,10952
530,99.5,32
531,26398.0,7459
532,18245.0,5968
533,11336.5,3865
534,18957.0,4869
535,21065.5,5576
536,2433.5,742
537,10847.0,3431
538,18927.0,5101
539,101348.0,28805
540,13429.0,4943
541,126185.5,30526
542,9999.5,3491
543,39962.5,12348
544,6347.5,2168
545,129.0,50
546,11554.5,5554
547,2275.0,807
548,8284.5,2843
549,5642.5,1450
550,10395.5,3373
551,76536.5,20509
552,41493.5,12901
553,56043.0,15157
554,1584.0,516
555,58496.5,15360
556,4846.5,1219
558,3945.0,1428
559,136.0,47
560,119.5,39
561,773.5,223
562,23458.0,6197
563,1172.5,342
564,769.0,328
565,2188.5,687
566,419.0,150
567,1202.5,360
568,1391.5,389
569,4924.5,1673
570,764.0,220
571,734.0,203
572,95.0,35
573,704.5,205
574,4598.5,1390
575,7643.5,2553
576,62.0,25
577,1743.5,616
579,113.0,38
580,1750.5,569
581,7513.5,1883
582,442.5,131
583,881.0,251
584,82.0,27
585,25857.5,9713
586,87500.5,28348
587,101552.5,29488
588,154015.0,41842
589,205421.0,52244
590,164828.0,44208
591,60.5,30
592,156692.5,46054
593,264403.5,63299
594,64144.0,17766
595,129072.5,35138
596,44733.0,12782
597,115952.5,33900
598,482.5,135
599,12711.0,3174
600,915.0,305
601,384.0,113
602,1363.5,340
603,1784.0,601
605,11191.0,3396
606,3895.5,1514
607,46.5,18
608,177950.0,43272
